Monaco,Nantes,1,1,93.1915972899999,,,1.45,5.05,8.6,2,,0.455769978868677,0.277687364511811,0.266542656619512,,0.660866469359581,1.40232119078465,2.2922668469278,,2021-08-06T19:00:00Z,,,93.1915972899999,,100,,2
Lyon,Brest,1,1,224.7396616,,,1.37,5.65,8.6,2,,0.697872442825403,0.110734184502455,0.191393372672141,,0.956085246670803,0.625648142438873,1.64598300498041,,2021-08-07T15:00:00Z,,,224.7396616,,100,,2
Troyes,PSG,1,2,-327.1614304,,,10,5.8,1.37,3,,0.118551641944914,0.10195727879455,0.779491079260536,,1.18551641944914,0.591352217008391,1.06790277858693,,2021-08-07T19:00:00Z,,,-327.1614304,,100,,2
Rennes,Lens,1,1,100.90619031,,,1.95,3.75,4.9,2,,0.475399471342803,0.258654678052654,0.265945850604543,,0.927028969118466,0.969955042697453,1.30313466796226,,2021-08-08T11:00:00Z,,,100.90619031,,100,,2
SaintEtienne,Lorient,1,1,121.89366168,,,2.3,3.55,3.55,2,,0.528117242231973,0.210066752273029,0.261816005494998,,1.21466965713354,0.745736970569254,0.929446819507242,,2021-08-08T13:00:00Z,,,121.89366168,,92.2273162060959,,1.9648595709511
Strasbourg,Angers,0,2,-11.2983626299999,,,2.1,3.45,4,3,,0.279725526515459,0.421751329721769,0.298523143762772,,0.587423605682464,1.4550420875401,1.19409257505109,,2021-08-08T13:00:00Z,,,-11.2983626299999,,76.9977728612428,,1.88647816350935
Nice,Reims,0,0,15.7549795100001,,,1.91,3.6,5,2,,0.308243962594531,0.410237413930486,0.281518623474983,,0.588745968555554,1.47685469014975,1.40759311737491,,2021-08-08T13:00:00Z,,,15.7549795100001,,62.6968637597251,,1.79724581697248
Bordeaux,Clermont,0,2,56.43328522,,,2.67,3.35,3.7,3,,0.371737284526339,0.359633706971979,0.268629008501681,,0.992538549685326,1.20477291835613,0.993927331456221,,2021-08-08T13:00:00Z,,,56.43328522,,62.6968637597251,,1.79724581697248
Metz,Lille,3,3,-206.52318615,,,5.35,3.4,1.95,2,,0.171641033663738,0.264813335995105,0.563545630341157,,0.918279530100999,0.900365342383356,1.09891397916526,,2021-08-08T15:00:00Z,,,-206.52318615,,57.2336213070206,,1.75765122562009
Montpellier,Marseille,2,3,-13.4021647700001,,,3.75,3.7,2.2,3,,0.277813495353551,0.422091510838817,0.300094993807632,,1.04180060757582,1.56173859010362,0.66020898637679,,2021-08-08T18:45:00Z,,,-13.4021647700001,,51.2744579117418,,1.709901077579
Lorient,Monaco,1,0,-33.6049968899999,,,4.4,3.68,1.95,1,,0.261080462864259,0.422118301952118,0.316801235183623,,1.14875403660274,1.55339535118379,0.617762408608065,,2021-08-13T19:00:00Z,,,-33.6049968899999,,51.2744579117418,,1.709901077579
Lille,Nice,0,4,120.54143579,,,1.93,3.55,4.8,3,,0.524828883471938,0.212952127567165,0.262218988960897,,1.01291974510084,0.755980052863435,1.25865114701231,,2021-08-14T15:00:00Z,,,120.54143579,,51.2744579117418,,1.709901077579
PSG,Strasbourg,4,2,235.22530854,,,1.24,7.5,13,1,,0.708475340874255,0.108604543393451,0.182920115732294,,0.878509422684076,0.814534075450881,2.37796150451983,,2021-08-14T19:00:00Z,,,235.22530854,,64.536655263048,,1.80980645349982
Angers,Lyon,3,0,-192.67473006,,,4.4,3.92,1.91,1,,0.177199574086937,0.285583733222842,0.537216692690222,,0.779678125982522,1.11948823423354,1.02608388303832,,2021-08-15T11:00:00Z,,,-192.67473006,,64.536655263048,,1.80980645349982
Reims,Montpellier,3,3,-19.4513322,,,2.65,3.3,2.92,2,,0.272510140420281,0.422692642069023,0.304797217510696,,0.722151872113745,1.39488571882778,0.890007875131233,,2021-08-15T13:00:00Z,,,-19.4513322,,61.8957747901986,,1.79166100365774
Clermont,Troyes,2,0,3.80480956999986,,,1.95,3.76,4.33,1,,0.294645990902303,0.417091267807664,0.288262741290033,,0.57455968225949,1.56826316695682,1.24817766978584,,2021-08-15T13:00:00Z,,,3.80480956999986,,86.3375323106283,,1.93619963154294
Nantes,Metz,2,0,-53.0482376099999,,,2.17,3.35,3.85,1,,0.247138902573048,0.417462140319484,0.335398957107468,,0.536291418583514,1.39849817007027,1.29128598486375,,2021-08-15T13:00:00Z,,,-53.0482376099999,,86.3375323106283,,1.93619963154294
Brest,Rennes,1,1,-43.0881390299999,,,3.55,3.45,2.25,2,,0.25406038668818,0.420359925547125,0.325579687764696,,0.901914372743037,1.45024174313758,0.732554297470566,,2021-08-15T13:00:00Z,,,-43.0881390299999,,71.6969584237482,,1.85550073212804
Lens,SaintEtienne,2,2,-21.7984812,,,2.1,3.6,3.8,2,,0.27052494536694,0.422782296642978,0.306692757990082,,0.568102385270573,1.52201626791472,1.16543248036231,,2021-08-15T15:00:00Z,,,-21.7984812,,103.977921962119,,2.01694113364571
Marseille,Bordeaux,2,2,132.9727821,,,1.54,4.7,7.3,2,,0.55412911200463,0.188132557036728,0.257738330958642,,0.85335883248713,0.884223018072621,1.88148981599809,,2021-08-15T18:45:00Z,,,132.9727821,,103.977921962119,,2.01694113364571
Brest,PSG,2,4,-248.874533695894,,,10.5,6.3,1.32,3,,0.154259187769604,0.199436022370669,0.646304789859727,,1.61972147158085,1.25644694093521,0.853122322614839,,2021-08-20T19:00:00Z,,,-248.874533695894,,103.977921962119,,2.01694113364571
Monaco,Lens,0,2,105.74867319461,,,1.8,3.95,5.1,3,,0.487763664668959,0.246874927873629,0.265361407457412,,0.877974596404126,0.975155965100836,1.3533431780328,,2021-08-21T15:00:00Z,,,105.74867319461,,103.977921962119,,2.01694113364571
SaintEtienne,Lille,1,1,-143.638406970107,,,3.3,3.25,2.5,2,,0.197809067954644,0.349978795273688,0.452212136771668,,0.652769924250326,1.13743108463949,1.13053034192917,,2021-08-21T19:00:00Z,,,-143.638406970107,,140.717811353461,,2.14834907172721
Lyon,Clermont,3,3,175.088399109773,,,1.72,4.5,5.5,2,,0.634470700310528,0.133954885809996,0.231574413879476,,1.09128960453411,0.602796986144983,1.27365927633712,,2021-08-22T11:00:00Z,,,175.088399109773,,160.056812795862,,2.20427416455749
Strasbourg,Troyes,1,1,44.5457494095856,,,2.05,3.6,4,2,,0.349952936815678,0.379249177637676,0.270797885546646,,0.717403520472141,1.36529703949563,1.08319154218658,,2021-08-22T13:00:00Z,,,44.5457494095856,,150.323250226408,,2.17702615732753
Montpellier,Lorient,3,1,144.276841580539,,,2.25,3.55,3.6,1,,0.578665258393707,0.169140419157573,0.25219432244872,,1.30199683138584,0.600448488009386,0.907899560815391,,2021-08-22T13:00:00Z,,,144.276841580539,,205.235888501476,,2.31225330583227
Metz,Reims,1,1,-60.279220962773,,,2.38,3.1,3.6,2,,0.242365061485133,0.414734479863263,0.342900458651604,,0.576828846334615,1.28567688757612,1.23444165114578,,2021-08-22T13:00:00Z,,,-60.279220962773,,267.21647651558,,2.42686323314177
Bordeaux,Angers,1,1,-16.6755124993636,,,3.41,3.2,2.5,2,,0.274909147893791,0.42248454686113,0.302606305245079,,0.937440194317828,1.35195054995562,0.756515763112697,,2021-08-22T13:00:00Z,,,-16.6755124993636,,343.554047835607,,2.53599506986808
Rennes,Nantes,1,0,77.4589932946099,,,1.88,3.8,6,1,,0.417196274834114,0.315692008352239,0.267111716813646,,0.784328996688135,1.19962963173851,1.60267030088188,,2021-08-22T15:00:00Z,,,77.4589932946099,,464.468083910827,,2.66695587665553
,,,,,,,,,,,,,,,,,,,,,,,,,464.468083910827,,2.66695587665553
